OTU ID	HSD.1.2	HSD.1.6	HSD.1.9	HSD.2.10	HSD.2.3	HSD.2.4	HSD.3.10	HSD.3.2	HSD.3.9	HSD.5.1	HSD.5.2	HSD.5.7	HSD.R4.10	HSD.R4.4	HSD.R4.5	NSD.1.3	NSD.1.4	NSD.1.9	NSD.2.3	NSD.2.5	NSD.2.6	NSD.3.1	NSD.3.10	NSD.3.3	NSD.4.1	NSD.4.6	NSD.4.8	NSD.5.10	NSD.5.6	NSD.HSD.1.10	NSD.HSD.1.4	NSD.HSD.2.10	NSD.HSD.2.2	NSD.HSD.2.3	NSD.HSD.3.4	NSD.HSD.3.6	NSD.HSD.3.8	NSD.HSD.4.1	NSD.HSD.4.3	NSD.HSD.4.4	NSD.HSD.5.4	NSD.HSD.5.5	NSD.HSD.5.6	NSD.NSD.1.1	NSD.NSD.1.2	NSD.NSD.1.5	NSD.NSD.2.2	NSD.NSD.2.5	NSD.NSD.2.6	NSD.NSD.3.1	NSD.NSD.3.4	NSD.NSD.3.7	NSD.NSD.4.2	NSD.NSD.4.3	NSD.NSD.4.7	NSD.NSD.5.4	NSD.NSD.5.6	NSD.NSD.5.8
40983e0ae2cad4abf2cce37e0ae686b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00932819358270704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea3d3b1718d1c51aa54cefcc75d4eff0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0816847221837049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bd7813a81e707aa5703957bc49b31ff2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333495805648906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1d5eb08b9eafb615bf60591a9014176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391901807751317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aa9643a5797ce7dc69a5a92df3bf77f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0990344144590245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1bc7d1ac47a4fef5a03dee5c220ff66c	0	0	0	0.00849665798119406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cff3b176a8533168cca8f6cc8bfcf5bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00496087991835809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9adc83518f200d1d2ad7833e8ced4a36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0474714473206557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37d1cd8011e75115ae32119254132bca	0	0	0.101817441327699	0.0821343604848759	0.0603417537507886	0.272194505357707	0.011189202419665	0.1272166538165	0	0.13064495057266	0.017208610423829	0.0854376305297133	0.0487884208814441	0.0323113376893803	0	0	0	0	0	0	0	0.000143176152961766	0	0	0	0	0	0	0	0.0371195248700817	0.0384604427224296	0	0.0742758108442684	0.235608586624046	0.408675724258598	0.0646495991724851	0.19418301394716	0.0260179523871471	0	0	0.71709692482156	0.117282399262796	0.33093045329776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
802547545e68bfb764fb7e3a66d71374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0737045016441773	0	0	0.00558773678034607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4794e0b5203fd2e166018d7c7ddd3bd9	0	0	0	0	0	0.0143638261402484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f84448b95ea7fb8f5479eabd35db5fa	0	0	0	0	0.0246852628980499	0.0742131017246167	0	0.0751734772552043	0	0.00950145095073894	0.00764827129947954	0.253148534902854	0	0.0574423781144539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0491425317130076	0.00705917352204857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3c2de3919e493ddf28f4548f328b0cb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338233381032913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4cf06bc54b28874e59d3eb46481c8e16	0	0	0.0967265692613145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2415eb7fc47731899aa40848e81b86a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08978733229009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6b5f56e02ec69afaaefa21db109256a5	0	0	0	0	0.0809128061658301	0	0	0	0	0	0.111282347407427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233870053294024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1f0bc39098cb08f14aae1e3fe04ca53f	0	0.0921455161991818	0	0	0	0	0	0	0	0.074428032447455	0	0	0.0813140348024069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142414341961967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2f8d4b80d2ef6033cba491a62986abcb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407695959342102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8aca73a69816021ceba724e5f6a88905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485291174704823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e80f2b224dc13f02f94d2951bcbe2ac7	0	0.0442298477756072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0897055184360307	0	0	0.0990344144590245	0	0	0	0	0	0	0.00745031570712809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e5b39e4e5aaa83346bc15477efd18db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184300913127251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46d866c5c1bdd89200e1867baf5567db	0	0	0	0	0.116569297018569	0.213542215285026	0	0	0	0	0	0	0	0	0	0	0	0	70.0309773675559	0.578927055191046	0.161653078436885	0.0251035521526296	1.2847965738758	48.5735321185349	0	0.19001945437271	0.0239476345058805	46.9294372641888	0	0	0	0.514998192988796	0	0	0	0	0	0	1.37931034482759	0	0	0	0	0	0	0	0	0.0134531158911194	0.091513471321293	0.470914127423823	0.0942937096970434	0.957259953161592	0.00554365673677486	69.4826254826255	1.47324113048707	73.4899834312397	59.4577841576406	61.8461994369536
164a0a5fbd987bd15c48adf008f691b9	0	0	0	0.0509799478871644	0	0	0	0	0.218449631756335	0	0	0.208847541294855	0	0	0	0	0	0	24.6965482361866	0	0	0.00897237225227066	0.497858672376874	17.550156451316	0	0	0	17.0185437906398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398126463700234	0	0	0.477300060132291	0	0	0
04b74038d61fe2bace77d701c2e30bc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23277279049184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2650e66c05e769ed86ea06db2ebccbbc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.474714473206557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22e4ebe0f3ca5e5148481d1152c3fa2f	0	0	0	0	0.0699415782111413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5bd216f086ac372f6c7ea493f429051e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58489202857831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07862629914144	0	2.27441102385539
fe201038a0eb3464a9a3afbc0b91f168	0	0	0	0	0	0	0.0234273925661736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000615961859641651	0	0.503607937462417	0	0.508939057810257	0.703807971551341
4c16f4361f76da0316a22e1d84d26758	0	0.00737164129593454	0	0	0.0315422803697304	0	0.038113220741984	0.0501156515034695	0	0.00435483168575535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130380524874742	0	0	0.0795259228855083	0	0	0	0	0	0	0	0	0	0.00184788557892495	0	0	0	0	0
4ba836c2b57dd9286be65ce76f5928b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0493583415597236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46d68d285c37bb9e5a9861656c9d165a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00807471805776115	0	0	0	0	0	0	0	0	0
7eb1df4a0a4af4d89aa9c5d5bf827444	0	0	0	0	0	0	0.00454561348298892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ade3061500f53cd10ddca7867c96734	0	0	0	0	0	0	0	0	0	0	0	0.0506297069805709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc83abcea640ea308f99eba749b1e8d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208795510896516	0.0518595347458883
e481c86d25c16bda35869bb7b1232252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248171998467061	0.149892933618844	1.20559543530278	0	0	0	2.40828449867544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038781163434903	0	0.125878220140515	0	1.35907335907336	0.157847263980758	1.32550082843802	7.51011353255905	2.78559786635057
cf606a297f4520306852ad92af5af13b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150625094140684	0	0
d6567b06099201f2b0e3d17c2ffe92e1	0	0	0	0	0	0	0	0	0	0	0	0.0443009936079995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eaf510d018672ce30b55c70de892b59f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135963674610708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38fa9d671c53f22a58682f8125cf7b7a	0	0	0	0.00849665798119406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23c13e5c42a0d20c7d1cbc6fe0f7fa00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00391348151428826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041357439147368	0	0	0	0	0
77ee7bc2683e1c5a5cb9a00461fd7628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119313460801471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166204986149584	0	0	0	0	0	0	0	0
a6e3c0b8c954c3bcadccd97c36587c83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00931296897450907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4125cd9e42e12ac9934b6d52c165554a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000381803074564709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
